,location,total_sqft,bath,balcony,price,bedrooms
2693,Ahmedabad,3603.28,4,0,482.23,2
2694,Delhi,1653.52,4,0,471.89,1
2696,Delhi,2438.95,3,0,313.31,4
2697,Bangalore,4769.88,1,0,91.69,1
2698,Chennai,3766.94,4,3,58.79,1
2699,Mumbai,4673.74,2,3,312.48,1
2700,Ahmedabad,4737.68,2,2,206.62,1
2701,Kolkata,4229.41,1,1,498.43,1
2703,Pune,4317.68,2,3,340.65,1
2704,Delhi,1893.02,2,1,388.09,1
2705,Pune,1357.06,4,2,58.36,3
2706,Hyderabad,4755.65,4,3,448.68,3
2707,Delhi,2384.39,4,1,101.92,3
2708,Kolkata,4482.82,4,0,138.01,1
2709,Mumbai,1281.89,2,3,478.32,4
2710,Bangalore,2953.61,4,1,213.49,2
2711,Pune,4267.2,2,3,61.68,3
2712,Bangalore,3073.77,2,3,138.32,2
2713,Pune,4133.4,2,0,101.0,1
2714,Pune,4371.21,1,0,320.52,2
2715,Kolkata,3869.68,1,3,326.37,1
2716,Bangalore,2288.31,3,3,399.63,1
2718,Bangalore,4452.99,4,3,482.32,2
2720,Mumbai,3619.4,2,3,304.47,4
2721,Ahmedabad,3601.9,1,0,387.22,3
2722,Pune,1264.3,3,0,84.83,2
2723,Bangalore,2057.37,1,2,283.98,1
2724,Mumbai,3857.85,2,0,313.05,4
2725,Kolkata,4734.78,4,3,370.26,1
2726,Mumbai,1831.82,1,3,252.08,4
2727,Ahmedabad,341.92,3,3,253.41,1
2728,Chennai,4677.51,1,1,70.33,1
2729,Bangalore,1112.8,2,1,440.69,1
2731,Bangalore,2967.68,4,2,43.8,4
2732,Ahmedabad,4335.92,2,1,490.78,1
2733,Ahmedabad,3571.41,3,3,144.67,2
2734,Kolkata,1327.2,2,3,177.82,2
2735,Kolkata,4730.01,2,3,275.27,3
2736,Pune,2607.28,4,2,441.24,2
2737,Chennai,4609.67,4,1,217.24,1
2738,Delhi,2802.48,3,3,384.23,4
2739,Hyderabad,4160.63,1,2,121.34,2
2740,Kolkata,4398.69,1,2,486.49,2
2741,Bangalore,1072.23,1,3,474.69,2
2742,Delhi,2924.42,4,3,32.29,4
2743,Delhi,3262.08,2,1,316.8,1
2744,Hyderabad,3921.92,3,3,60.51,4
2745,Mumbai,2686.55,4,0,225.21,3
2746,Pune,2254.87,1,0,212.66,2
2747,Chennai,3270.73,2,2,302.35,2
2748,Hyderabad,3641.83,1,3,44.07,1
2749,Hyderabad,4796.1,3,1,307.91,2
2750,Mumbai,4760.08,4,2,487.34,3
2751,Delhi,1005.3,2,0,113.15,3
2752,Pune,631.55,1,0,183.61,1
2753,Delhi,828.76,3,2,314.07,2
2755,Ahmedabad,1122.43,4,0,393.97,1
2756,Hyderabad,3565.88,3,3,499.05,3
2758,Chennai,1888.28,3,0,419.08,1
2760,Bangalore,3014.41,2,0,180.25,2
2761,Hyderabad,2073.78,2,3,374.21,1
2762,Delhi,3122.81,1,0,298.47,1
2763,Bangalore,3220.7,3,1,63.5,4
2764,Pune,1326.38,3,3,310.54,4
2765,Pune,1557.73,1,0,395.99,2
2766,Delhi,747.37,1,1,401.98,2
2767,Bangalore,2893.89,1,3,155.4,3
2768,Pune,852.08,2,0,204.79,2
2769,Chennai,3344.44,3,3,258.72,2
2770,Ahmedabad,3073.64,4,0,498.34,2
2771,Kolkata,1807.88,3,3,74.43,2
2773,Chennai,772.7,2,1,341.7,2
2774,Hyderabad,4819.64,1,0,282.12,1
2775,Hyderabad,3407.85,2,3,211.26,4
2776,Delhi,4970.23,1,0,232.83,4
2777,Ahmedabad,4081.13,4,3,480.3,4
2778,Pune,4277.7,1,3,113.97,2
2779,Mumbai,2583.88,1,2,34.75,1
2780,Pune,2870.08,3,2,432.88,4
2782,Chennai,2186.97,3,2,210.86,1
2783,Kolkata,1886.48,1,3,305.84,2
2784,Kolkata,4847.3,4,1,172.42,4
2785,Bangalore,3132.5,2,1,193.31,2
2786,Hyderabad,4605.62,4,0,97.06,1
2787,Chennai,1874.51,4,3,59.1,1
2788,Hyderabad,4001.29,4,1,51.95,2
2789,Bangalore,1125.03,3,0,343.55,3
2790,Pune,1734.4,3,0,198.42,3
2791,Hyderabad,2699.97,3,3,469.17,2
2792,Mumbai,2787.4,4,1,261.64,4
2793,Mumbai,991.81,1,2,358.28,2
2795,Kolkata,4552.16,2,2,376.76,4
2796,Bangalore,2974.13,3,2,100.84,4
2797,Bangalore,1800.46,1,0,255.1,2
2798,Hyderabad,851.68,3,2,168.99,2
2799,Delhi,3950.79,1,2,390.29,2
2800,Ahmedabad,1671.58,2,1,270.08,3
2801,Pune,1780.49,2,3,320.82,2
2802,Ahmedabad,2022.0,3,3,115.8,3
2803,Hyderabad,4691.01,2,0,352.78,2
2804,Mumbai,1117.48,2,3,493.98,1
2806,Ahmedabad,4233.97,3,1,448.74,1
2807,Kolkata,3527.27,2,3,112.14,1
2808,Kolkata,1024.85,4,0,47.14,1
2809,Mumbai,2013.97,1,1,378.8,4
2810,Kolkata,1610.98,3,1,54.38,2
2811,Ahmedabad,2473.4,4,0,115.76,1
2812,Chennai,3443.09,2,3,160.0,2
2813,Kolkata,1496.19,4,0,18.37,2
2814,Chennai,1653.38,2,3,454.12,4
2815,Hyderabad,4326.99,1,3,182.75,1
2816,Hyderabad,3832.16,3,0,38.75,4
2817,Ahmedabad,2665.76,4,1,127.74,4
2818,Hyderabad,3446.87,1,3,179.94,4
2819,Mumbai,2473.1,3,3,159.25,1
2820,Mumbai,880.03,4,3,127.9,1
2822,Kolkata,1661.37,2,3,442.55,4
2823,Chennai,4838.86,4,3,484.27,3
2824,Kolkata,4909.59,3,3,236.47,3
2825,Mumbai,2062.3,1,0,237.66,3
2826,Mumbai,4309.52,2,3,458.21,2
2827,Hyderabad,4953.19,3,1,494.44,2
2828,Pune,2932.02,3,0,409.24,1
2829,Pune,4239.13,1,1,448.22,4
2830,Bangalore,2171.57,3,1,76.38,3
2831,Pune,4370.87,1,1,315.83,2
2833,Mumbai,4442.24,4,3,371.97,1
2834,Hyderabad,1645.31,2,0,186.11,2
2835,Ahmedabad,4257.33,1,1,217.08,1
2836,Ahmedabad,660.05,4,1,335.22,2
2837,Chennai,4966.98,1,0,381.78,1
2838,Ahmedabad,4258.15,1,0,473.28,3
2839,Hyderabad,2557.87,4,3,68.56,2
2840,Hyderabad,1024.64,2,2,312.63,3
2841,Ahmedabad,4184.21,4,1,177.78,1
2842,Ahmedabad,3478.87,4,2,350.24,1
2843,Kolkata,4597.41,2,1,131.93,1
2844,Pune,2617.19,2,1,67.44,1
2845,Chennai,3114.94,4,1,171.16,1
2846,Kolkata,4893.27,1,3,415.49,4
2847,Pune,4010.81,4,3,377.67,2
2848,Mumbai,1817.52,1,3,116.44,3
2849,Kolkata,1234.74,3,1,172.92,3
2850,Ahmedabad,2034.23,3,1,459.83,3
2851,Mumbai,2235.77,4,3,359.36,2
2852,Hyderabad,3004.17,2,0,101.43,1
2853,Bangalore,2762.75,1,3,61.53,4
2854,Delhi,1903.16,4,1,474.47,4
2855,Pune,2844.16,1,0,204.09,1
2856,Pune,4606.03,3,2,126.86,2
2857,Kolkata,3707.34,3,0,201.82,2
2858,Kolkata,1818.61,4,2,249.65,3
2859,Pune,3687.84,2,2,477.86,3
2860,Delhi,2616.52,3,1,176.33,2
2861,Chennai,1169.32,1,0,367.94,3
2862,Kolkata,4586.07,2,3,286.34,4
2863,Ahmedabad,2607.27,3,0,32.6,2
2864,Chennai,1550.06,1,0,339.72,4
2865,Chennai,655.79,4,0,205.01,2
2867,Delhi,3343.78,2,1,485.01,1
2868,Chennai,868.05,4,0,286.46,1
2870,Mumbai,1597.73,4,3,19.62,1
2871,Hyderabad,3481.59,1,3,377.14,3
2872,Kolkata,1967.98,3,2,430.49,2
2873,Mumbai,2905.73,1,1,58.2,1
2875,Mumbai,3527.72,2,1,76.21,1
2876,Hyderabad,3826.27,4,0,276.3,1
2877,Ahmedabad,4979.49,4,3,54.22,2
2878,Chennai,1128.82,4,2,439.37,3
2879,Chennai,4719.84,3,3,277.09,3
2880,Ahmedabad,1472.84,4,0,333.37,4
2881,Chennai,2958.89,2,1,428.26,1
2882,Pune,2267.72,4,2,306.81,4
2883,Kolkata,3887.78,2,1,110.25,2
2887,Mumbai,2052.32,2,0,328.4,4
2888,Pune,3354.17,3,1,156.22,2
2889,Chennai,3079.48,4,0,328.96,1
2890,Mumbai,2095.9,1,1,413.41,1
2892,Kolkata,1950.44,1,1,428.18,1
2893,Bangalore,1922.84,1,3,87.08,3
2894,Mumbai,1805.77,2,0,244.76,4
2895,Chennai,4937.68,4,2,80.32,2
2896,Delhi,4135.4,2,2,135.98,4
2897,Chennai,1710.53,4,2,415.84,2
2899,Pune,3618.5,1,3,464.39,2
2900,Chennai,3199.13,3,2,198.51,3
2901,Mumbai,2232.8,2,3,336.27,3
2902,Delhi,1159.6,4,2,498.52,2
2903,Kolkata,2105.94,2,0,435.55,1
2904,Pune,529.47,1,2,489.91,1
2905,Kolkata,4173.58,4,0,57.86,3
2906,Mumbai,514.29,4,1,458.06,1
2908,Mumbai,687.44,2,2,323.56,1
2909,Chennai,3308.02,1,0,284.21,4
2910,Hyderabad,3419.5,2,2,35.83,1
2911,Pune,4201.03,1,2,49.12,1
2912,Kolkata,3502.62,3,2,344.83,1
2913,Delhi,4846.05,3,0,66.73,2
2914,Pune,1502.11,4,0,130.9,1
2915,Hyderabad,3844.16,3,2,87.33,1
2916,Kolkata,1769.54,1,0,207.85,1
2917,Mumbai,4730.67,1,3,70.95,1
2918,Ahmedabad,3852.56,2,3,126.51,4
2919,Pune,2047.66,3,1,114.07,2
2920,Bangalore,3720.5,2,1,131.71,2
2921,Pune,4988.96,1,0,183.89,4
2923,Pune,4081.27,1,0,184.33,2
2925,Pune,2132.48,1,1,302.78,2
2926,Delhi,4698.52,4,0,77.14,2
2928,Delhi,1882.74,3,3,276.7,1
2929,Kolkata,3111.52,2,2,223.27,1
2930,Chennai,1928.66,1,3,467.05,2
2932,Pune,1694.82,3,2,404.88,2
2933,Chennai,4926.18,1,1,349.83,2
2934,Delhi,3230.6,4,2,125.54,3
2935,Mumbai,2789.73,1,0,465.54,2
2936,Ahmedabad,2275.15,2,0,402.65,2
2937,Ahmedabad,2951.87,1,3,410.3,4
2938,Mumbai,3824.21,3,2,457.33,2
2939,Bangalore,600.04,3,1,259.84,1
2941,Bangalore,2031.86,3,2,37.54,3
2942,Kolkata,1170.32,1,3,73.61,2
2943,Chennai,2208.73,2,2,313.01,4
2944,Delhi,4870.7,4,2,230.07,1
2946,Hyderabad,2482.14,2,1,381.32,4
2947,Hyderabad,3108.27,3,3,94.53,2
2948,Ahmedabad,1561.79,3,0,361.28,2
2949,Bangalore,4281.59,4,3,65.47,4
2950,Pune,1394.72,3,0,310.09,1
2951,Pune,4772.51,1,1,478.71,3
2952,Mumbai,3000.3,3,3,314.95,1
2954,Pune,3094.62,4,2,400.26,2
2955,Chennai,4193.68,3,0,406.91,1
2956,Ahmedabad,3840.14,3,2,136.34,3
2957,Hyderabad,921.42,3,2,97.34,2
2958,Chennai,848.28,2,1,117.15,2
2959,Ahmedabad,1954.8,4,1,342.98,4
2960,Bangalore,2232.18,1,3,123.09,3
2961,Kolkata,3711.85,3,0,413.95,2
2962,Hyderabad,1859.69,1,1,474.12,1
2963,Chennai,4218.3,4,1,315.94,2
2964,Ahmedabad,2473.83,1,0,356.21,4
2965,Chennai,4260.38,1,1,233.41,2
2966,Hyderabad,4356.15,2,1,98.97,2
2967,Kolkata,480.68,3,3,190.02,1
2969,Chennai,1263.79,1,3,472.65,1
2970,Pune,2941.17,2,3,268.56,3
2971,Kolkata,4121.94,4,0,425.18,1
2972,Ahmedabad,3966.06,3,3,42.67,4
2973,Delhi,3042.65,3,1,181.62,1
2975,Mumbai,4188.84,2,3,54.52,1
2976,Ahmedabad,653.07,3,3,134.82,1
2977,Kolkata,2623.03,1,1,109.8,1
2978,Hyderabad,4629.07,2,0,348.21,2
2980,Bangalore,747.98,2,2,49.49,2
2982,Delhi,3247.67,1,2,144.65,2
2983,Bangalore,3902.15,2,2,117.45,2
2984,Bangalore,2806.26,4,0,244.86,1
2985,Delhi,1517.76,4,1,86.2,4
2987,Bangalore,4054.55,1,0,108.62,4
2988,Kolkata,2822.31,1,2,391.19,4
2989,Pune,1515.24,1,3,135.6,1
2990,Chennai,1165.92,3,3,221.66,1
2991,Pune,1435.2,2,2,92.04,4
2993,Pune,3021.45,1,1,252.28,2
2994,Chennai,4290.25,3,3,97.7,1
2995,Bangalore,4313.37,1,1,212.01,1
2996,Mumbai,4974.38,3,0,496.37,3
2997,Kolkata,2227.29,4,0,262.36,1
2998,Pune,4909.1,3,1,459.24,2
2999,Bangalore,4465.69,3,1,149.48,1
3000,Ahmedabad,983.97,3,0,329.34,1
3001,Delhi,3445.57,3,1,390.99,2
3002,Ahmedabad,633.18,4,1,231.89,2
3003,Delhi,3202.28,1,2,107.4,1
3004,Kolkata,4567.53,3,2,212.35,3
3005,Bangalore,4519.59,1,1,194.23,4
3006,Bangalore,2128.39,2,1,465.26,2
3007,Mumbai,4316.32,1,1,196.98,4
3008,Mumbai,3787.08,3,0,260.44,3
3009,Pune,2413.87,4,1,490.35,1
3010,Pune,1288.16,1,0,344.04,3
3011,Bangalore,940.37,3,0,300.81,2
3012,Bangalore,2649.9,1,1,53.94,2
3013,Hyderabad,3907.06,3,0,475.31,2
3014,Delhi,851.78,1,2,412.02,2
3015,Kolkata,2394.47,3,0,90.47,2
3018,Delhi,4570.3,3,0,220.59,2
3019,Mumbai,3668.76,4,2,78.51,1
3020,Bangalore,709.84,1,0,124.65,1
3021,Delhi,1286.61,2,1,473.04,1
3025,Kolkata,1358.08,1,0,179.3,4
3026,Bangalore,427.19,3,0,149.26,1
3027,Hyderabad,965.76,3,3,192.36,3
3028,Delhi,1704.37,2,0,414.52,1
3029,Kolkata,4497.7,4,1,382.87,1
3030,Ahmedabad,4115.29,4,2,293.45,2
3031,Pune,2821.88,4,0,113.08,3
3032,Kolkata,3182.35,2,1,440.83,3
3034,Bangalore,3703.88,1,1,46.43,4
3035,Kolkata,738.51,3,2,15.01,1
3036,Delhi,3575.68,4,2,425.75,1
3037,Bangalore,3775.77,3,0,292.5,1
3039,Ahmedabad,3897.95,1,2,437.56,3
3040,Kolkata,4868.73,2,3,287.98,4
3041,Delhi,782.18,3,3,307.66,1
3042,Bangalore,1499.36,4,1,497.79,1
3044,Mumbai,4300.5,2,1,240.35,1
3045,Hyderabad,1120.13,2,3,220.2,1
3046,Kolkata,1767.15,1,2,130.29,2
3047,Bangalore,1086.65,3,3,347.83,2
3048,Delhi,2711.12,4,0,216.67,2
3049,Pune,1241.78,4,3,484.1,4
3050,Delhi,3934.08,1,3,148.01,2
3051,Kolkata,1526.13,2,1,243.79,4
3052,Chennai,3949.91,1,1,174.94,2
3053,Mumbai,1229.49,2,2,128.44,1
3054,Kolkata,1418.43,1,1,184.49,4
3055,Delhi,2066.87,4,1,438.61,1
3056,Pune,1624.9,3,2,71.43,4
3057,Bangalore,2243.65,1,1,115.5,2
3058,Pune,4997.01,1,1,363.85,2
3059,Ahmedabad,3854.42,2,0,81.78,1
3060,Delhi,1623.95,3,2,60.65,2
3061,Hyderabad,1224.15,2,3,376.7,4
3062,Mumbai,4196.78,1,2,371.35,1
3063,Kolkata,338.27,3,1,480.38,1
3064,Ahmedabad,4986.6,4,1,497.6,1
3065,Mumbai,4905.7,4,0,365.72,2
3066,Mumbai,2894.81,3,2,299.08,2
3067,Delhi,4022.56,4,0,308.35,2
3068,Ahmedabad,4387.98,4,1,84.67,4
3069,Ahmedabad,2149.64,4,3,381.46,4
3071,Mumbai,3050.85,1,1,438.16,1
3072,Kolkata,1824.06,3,0,280.16,2
3073,Pune,1246.56,2,0,499.0,3
3074,Bangalore,4479.71,1,0,496.3,4
3075,Mumbai,3505.79,4,0,445.25,2
3076,Bangalore,1313.13,3,1,298.2,2
3077,Bangalore,841.73,4,1,463.03,2
3078,Chennai,4561.44,2,2,292.49,1
3079,Mumbai,3936.43,2,0,288.81,1
3080,Bangalore,4001.78,1,3,211.46,1
3082,Kolkata,3551.05,3,3,177.12,1
3083,Mumbai,4184.18,1,3,417.39,2
3084,Pune,3847.66,4,2,373.44,1
3085,Delhi,4017.73,4,3,46.8,3
3086,Ahmedabad,3952.97,2,3,320.12,1
3087,Kolkata,4404.72,4,1,187.05,4
3088,Chennai,2605.98,3,3,80.23,1
3089,Chennai,2513.12,1,1,457.66,2
3090,Bangalore,2675.06,3,2,136.73,3
3091,Mumbai,4929.63,1,0,201.09,1
3093,Pune,4934.85,3,0,467.08,2
3094,Ahmedabad,1138.35,4,1,432.56,3
3095,Delhi,3605.18,2,0,415.55,3
3096,Ahmedabad,3384.36,3,2,320.6,1
3097,Delhi,3642.86,4,1,315.35,3
3099,Hyderabad,2500.1,3,0,334.39,1
3100,Mumbai,1631.06,1,3,116.07,1
3101,Pune,2225.35,3,0,34.99,2
3102,Chennai,3308.37,3,3,473.46,1
3103,Pune,1144.99,1,1,91.36,3
3104,Mumbai,344.86,4,0,194.44,1
3105,Bangalore,1387.22,3,1,215.37,1
3106,Chennai,1136.22,4,1,265.71,2
3107,Pune,1136.13,4,0,223.61,1
3108,Bangalore,2517.62,2,2,374.39,3
3109,Pune,2680.65,4,0,299.43,2
3110,Hyderabad,3606.23,3,1,231.38,2
3111,Hyderabad,3686.82,3,2,366.21,4
3112,Bangalore,1805.12,4,3,137.23,1
3113,Delhi,3224.39,1,2,451.19,2
3114,Kolkata,1923.94,4,0,384.34,3
3115,Bangalore,1685.7,1,2,34.27,2
3116,Ahmedabad,734.78,2,3,388.65,2
3117,Hyderabad,4239.72,3,1,161.02,4
3119,Ahmedabad,3073.78,3,3,425.7,2
3120,Delhi,4222.74,2,3,76.48,1
3121,Chennai,1370.33,3,1,173.01,1
3122,Chennai,2014.52,4,2,306.41,1
3123,Hyderabad,1930.65,3,0,105.74,4
3124,Delhi,1491.33,3,3,281.87,2
3125,Bangalore,2202.69,4,0,55.08,1
3126,Mumbai,3053.1,1,2,330.58,2
3127,Chennai,3558.1,4,3,378.53,2
3128,Ahmedabad,1923.69,1,3,432.05,1
3129,Hyderabad,1564.35,1,3,17.71,3
3132,Bangalore,3200.3,3,1,170.2,1
3133,Mumbai,3116.43,3,1,496.28,1
3134,Chennai,3502.98,3,0,355.54,3
3135,Kolkata,4866.88,4,1,444.15,4
3136,Delhi,2858.9,1,0,351.0,2
3137,Mumbai,4510.05,2,3,189.23,1
3139,Chennai,2395.47,1,0,298.06,2
3140,Kolkata,4529.23,2,0,165.23,4
3141,Pune,2291.83,1,2,235.08,1
3142,Pune,1196.46,2,1,319.28,2
3143,Chennai,709.37,4,3,133.94,2
3145,Pune,2741.69,4,0,395.99,4
3146,Ahmedabad,4628.62,1,1,59.69,2
3147,Chennai,1424.84,1,1,144.0,3
3148,Kolkata,4766.72,3,3,467.84,1
3149,Mumbai,4164.81,1,0,217.36,3
3150,Pune,2024.18,2,3,288.2,4
3152,Chennai,3733.1,4,2,151.45,4
3153,Delhi,2548.01,3,3,417.6,1
3154,Chennai,4230.44,3,2,112.6,3
3155,Bangalore,879.97,4,2,126.31,2
3156,Hyderabad,1843.62,1,3,371.83,4
3157,Chennai,4905.57,3,1,116.94,1
3158,Mumbai,3299.91,2,2,453.95,3
3159,Pune,1749.02,1,2,63.43,4
3160,Chennai,2603.06,4,0,144.3,3
3161,Hyderabad,1835.46,3,2,164.92,1
3162,Mumbai,3122.04,3,1,192.62,2
3163,Delhi,2673.98,4,0,187.15,1
3164,Bangalore,681.29,3,1,99.48,2
3165,Delhi,4247.45,3,0,78.84,1
3166,Kolkata,3748.06,3,2,298.25,1
3167,Mumbai,3643.07,2,2,490.08,1
3168,Mumbai,4691.57,4,0,444.87,2
3169,Delhi,4422.06,1,3,373.01,4
3170,Kolkata,1297.36,1,1,53.58,1
3171,Mumbai,3373.85,2,3,340.32,1
3172,Pune,2652.62,4,0,134.17,2
3173,Pune,4717.05,4,2,247.93,2
3174,Mumbai,3561.85,1,3,321.97,1
3175,Mumbai,4466.33,3,0,339.74,3
3177,Delhi,1420.89,1,1,275.17,3
3178,Ahmedabad,4341.0,2,1,334.94,2
3179,Delhi,4085.9,1,0,400.71,2
3181,Pune,2163.44,2,0,348.72,1
3182,Chennai,470.92,3,1,223.95,1
3183,Delhi,1739.63,3,3,349.81,1
3184,Delhi,2429.04,3,3,72.04,2
3185,Pune,3801.5,4,1,162.92,1
3186,Bangalore,2035.77,3,1,284.58,2
3187,Kolkata,3462.73,4,3,41.14,2
3188,Delhi,3327.32,2,0,173.98,2
3190,Mumbai,796.1,1,2,485.4,2
3191,Pune,4866.08,4,3,391.89,4
3193,Hyderabad,1831.82,4,0,434.97,1
3194,Mumbai,3949.7,1,2,401.69,3
3195,Bangalore,4857.74,2,1,170.97,2
3196,Hyderabad,4593.48,1,1,106.32,2
3197,Bangalore,3798.86,2,0,152.09,1
3198,Bangalore,1325.19,1,2,303.56,4
3199,Delhi,2932.97,1,1,348.97,4
3200,Hyderabad,4720.13,2,0,73.1,1
3201,Delhi,2913.73,2,1,327.81,4
3202,Pune,2100.23,4,3,438.94,1
3203,Pune,4711.17,4,2,401.51,4
3205,Mumbai,480.32,1,2,356.71,1
3206,Chennai,2977.7,4,1,43.65,2
3207,Mumbai,3253.43,1,1,103.99,1
3208,Ahmedabad,1622.8,2,3,480.11,2
3209,Pune,3636.9,4,3,137.87,1
3211,Chennai,4656.06,4,2,156.52,1
3213,Delhi,4423.14,1,1,63.86,4
3214,Ahmedabad,1039.68,4,2,476.45,2
3215,Chennai,1485.56,2,3,422.01,1
3216,Pune,4542.54,1,0,416.92,3
3217,Mumbai,2405.16,3,0,341.71,1
3218,Kolkata,1894.98,4,1,483.69,4
3219,Ahmedabad,3376.85,4,0,390.12,3
3220,Delhi,1855.18,2,2,156.26,2
3221,Bangalore,3152.71,2,1,267.89,4
3222,Pune,2734.56,4,0,265.2,2
3223,Hyderabad,2676.99,3,2,157.45,1
3224,Delhi,3244.02,3,0,296.81,2
3225,Mumbai,1765.41,1,3,45.39,4
3226,Bangalore,3299.1,3,0,170.42,3
3227,Chennai,3800.0,2,0,131.15,2
3228,Pune,4752.76,3,1,375.11,4
3229,Bangalore,2394.53,1,3,82.8,1
3230,Ahmedabad,2465.35,3,3,113.35,1
3231,Delhi,2790.22,1,3,294.5,3
3232,Delhi,1800.88,1,1,100.79,4
3233,Hyderabad,1181.24,1,0,81.25,1
3235,Kolkata,2949.12,1,1,421.81,3
3236,Ahmedabad,2339.53,2,2,113.54,2
3237,Chennai,1474.91,4,0,17.41,1
3238,Pune,1601.5,1,2,216.18,1
3239,Chennai,3921.1,3,3,113.9,2
3240,Pune,1739.1,3,0,40.24,1
3241,Chennai,4956.68,2,2,122.6,1
3242,Bangalore,1703.57,4,0,42.05,2
3243,Mumbai,4208.38,3,1,182.33,2
3244,Ahmedabad,1402.44,3,3,448.37,1
3245,Mumbai,2110.25,2,3,343.38,1
3247,Mumbai,820.99,4,3,31.1,1
3248,Ahmedabad,3666.53,1,0,296.84,3
3250,Delhi,1997.4,1,2,107.57,2
3251,Kolkata,3085.52,4,3,254.64,4
3252,Kolkata,4399.8,1,1,485.59,3
3253,Chennai,615.23,1,3,55.45,2
3254,Mumbai,3596.88,1,0,496.3,1
3256,Bangalore,1051.44,1,0,261.3,1
3257,Bangalore,1176.9,4,0,375.78,3
3258,Ahmedabad,4793.53,3,3,459.74,4
3259,Bangalore,4185.85,1,2,180.76,4
3260,Chennai,2832.29,4,0,285.03,1
3261,Kolkata,4560.73,4,3,134.08,1
3262,Delhi,3799.84,3,2,469.52,2
3263,Mumbai,2166.69,4,0,451.27,1
3264,Ahmedabad,3539.54,3,0,314.17,1
3265,Delhi,3933.75,4,3,493.95,2
3266,Delhi,3311.37,3,3,257.85,3
3269,Ahmedabad,3548.39,2,2,118.2,4
3270,Hyderabad,785.17,3,0,353.43,2
3271,Ahmedabad,3541.03,2,3,111.99,2
3272,Hyderabad,2343.67,3,0,186.58,1
3274,Mumbai,4593.07,2,3,390.47,3
3275,Kolkata,3838.79,3,2,309.64,1
3277,Delhi,2879.99,3,1,87.37,1
3278,Mumbai,3255.38,2,3,213.13,3
3279,Chennai,4147.74,1,3,429.81,3
3280,Kolkata,4349.19,1,1,222.92,4
3281,Hyderabad,1905.38,2,2,409.76,4
3282,Chennai,4719.42,2,2,326.71,4
3283,Bangalore,1386.04,3,2,160.29,1
3284,Pune,2343.84,3,3,60.99,1
3285,Bangalore,3636.42,3,2,422.26,4
3286,Kolkata,2099.36,3,3,489.45,1
3287,Bangalore,3782.65,3,1,148.56,2
3288,Hyderabad,3132.92,4,1,171.23,1
3289,Pune,3411.99,1,2,383.83,2
3290,Hyderabad,3703.86,4,0,368.63,1
3291,Ahmedabad,3253.91,2,0,158.96,2
3292,Delhi,4252.61,4,2,401.85,1
3293,Bangalore,3718.41,1,0,199.93,2
3294,Pune,1504.39,1,0,373.98,4
3295,Hyderabad,2125.77,1,1,304.76,3
3296,Ahmedabad,2102.25,1,2,201.78,2
3297,Mumbai,3494.67,2,3,451.74,4
3298,Kolkata,3137.51,3,0,59.26,1
3299,Chennai,2019.0,2,1,327.87,1
3300,Delhi,1908.26,2,0,476.2,2
3301,Ahmedabad,1857.68,4,3,428.39,2
3302,Kolkata,3183.88,4,2,410.95,2
3303,Ahmedabad,4149.02,4,3,470.89,2
3305,Kolkata,4101.79,4,3,235.61,2
3306,Chennai,1307.41,4,3,78.59,2
3307,Bangalore,4714.4,2,2,160.98,1
3308,Delhi,771.99,1,0,245.74,1
3309,Mumbai,4739.54,1,3,111.87,3
3311,Hyderabad,1636.58,2,3,112.92,3
3312,Ahmedabad,4034.74,2,0,471.65,3
3313,Delhi,1333.61,4,2,98.67,4
3314,Bangalore,2458.77,1,0,322.0,4
3315,Kolkata,706.27,4,3,376.02,1
3317,Kolkata,4605.84,4,2,465.56,1
3318,Delhi,4334.62,2,1,232.48,2
3319,Delhi,3612.39,4,1,249.13,2
3321,Bangalore,2715.33,4,0,47.96,1
3322,Chennai,1533.6,4,2,235.74,1
3323,Pune,974.64,4,2,411.62,1
3324,Delhi,4845.26,1,1,72.3,1
3325,Mumbai,4462.17,4,3,253.5,1
3326,Bangalore,1290.28,4,1,456.44,4
3327,Delhi,4604.36,3,0,461.16,1
3328,Kolkata,2480.03,1,0,121.38,1
3329,Chennai,2454.22,2,2,288.54,1
3331,Delhi,418.86,1,2,326.39,1
3332,Kolkata,4771.93,4,1,379.64,2
3333,Chennai,3655.81,4,0,133.31,3
3334,Ahmedabad,1181.99,3,1,189.54,2
3335,Delhi,1451.68,4,3,186.35,2
3336,Delhi,3251.11,2,2,272.72,3
3337,Bangalore,676.26,3,3,79.06,1
3338,Ahmedabad,4214.99,4,0,230.05,1
3339,Delhi,4947.04,1,3,276.33,2
3340,Hyderabad,1985.38,2,3,59.37,3
3342,Chennai,2792.32,4,3,308.31,4
3343,Pune,2722.69,4,0,179.79,2
3345,Bangalore,3070.55,1,0,378.56,2
3346,Kolkata,2945.76,3,3,92.23,4
3347,Bangalore,4143.98,1,3,336.59,3
3348,Hyderabad,1936.08,4,3,141.77,2
3349,Ahmedabad,4060.92,2,0,265.85,1
3350,Kolkata,3579.89,4,0,327.87,1
3351,Kolkata,792.26,1,1,219.71,1
3352,Hyderabad,3208.7,2,2,301.84,3
3353,Delhi,1948.57,2,3,204.55,3
3354,Hyderabad,4024.69,3,0,445.86,1
3356,Delhi,1114.43,3,0,261.4,3
3357,Ahmedabad,2770.37,1,2,105.59,1
3358,Hyderabad,3787.76,2,2,138.71,1
